id,size,actions,impact,feasibility,attractiveness,,,positive,negative
10,7,Service Done Correctly,5.615983324,5,561.5983324,,,"13116437 == Boyd said they always fix his equipment properly. <BR/>13979223 == Dallas shared that they were responsive and got the equipment fixed. <BR/>14437928 == Kurtis said they got the truck fixed. <BR/>13115947 == Wendelin stated that he is pleased with the timeliness of the repair and the ability to do the repair correctly. <BR/>14385671 == Lisa stated they do a good job, getting it done correctly. <BR/>14025982 == He stated that they got the equipment in and fixed. He stated that they communicated with him about the service. <BR/>13471549 == He stated they do everything well - they took care of his problem and fixed it. <BR/>14027167 == He stated that they were prompt and thorough as they found another problem and fixed that in a timely matter also. <BR/>13186517 == David said they fixed the truck correctly. <BR/>13187329 == Jed said they got it done on time and done correctly. <BR/>15100516 == He stated that they really do everything well. <BR/>12352219 == Randy said XXX Company is able to complete the repair correctly and timely. <BR/>13344668 == Bryce stated XXX Company has always done well and given good service. <BR/>13228984 == Rick said they figured out what the problem was and got the equipment fixed. <BR/>12448930 == He said they have the equipment to get his job done correctly, they are quick, and do a good job. <BR/>13186363 == Clint said they diagnosed the problem and they got it fixed in a timely manner. <BR/>15303256 == Carl stated XXX Company was prompt and got the job done correctly. <BR/>14923575 == Dan stated that they trouble shot and figured out what is wrong with it and then fixed it. <BR/>13306981 == He stated they do everything well. <BR/>14938706 == He stated they got on it as soon as they could and fixed it. <BR/>14489986 == Montysaid that the repair was completed when promised. <BR/>12687518 == Tyler stated that XXX Company was able to get the problem solved and fixed when other places were not able to. <BR/>14814891 == Garry said XXX Company came out and fixed the problem. <BR/>14771079 == He stated he was satisfied as they got his equipment fixed. <BR/>13344733 == He stated the technician did a good job, he found a resolution, fixed the problem and completed the job. <BR/>13689110 == Jeff stated XXX Company got it figured and fixed in a timely manner. <BR/>15149512 == Mike shared that the technician listened to him and actually fixed his loader that was giving him issue, as well. <BR/>12555240 == Bill stated that they were able to work out the details that he wanted fixed on his machine. <BR/>13471802 == He stated the job was completed quick. <BR/>14594790 == Mike stated that XXX Company was able to complete a difficult repair correctly. <BR/>15100412 == Kirk stated that they did a computer hook up, analyzed it and fixed it. <BR/>13306804 == The service was completed in a timely manner. <BR/>13979329 == He stated that they have done all kinds of work for him and have done everything well. <BR/>14385746 == Landon stated they are able to repair this correctly and the repair time is prompt and correct. <BR/>14437486 == Travis stated that they do everything well. Travis stated that they are a great company and provide very good service. <BR/>","14760422 == Nathan said they come and not much gets fixed. <BR/>15149209 == He never has any doubt that XXX Company will have his equipment fixed. <BR/>12394388 == He said this problem is still not fixed, they are aware but they aren't seeming  to be able to figure it out. <BR/>"
11,7,Service Done Correctly,4.853866632,5,485.3866632,,,"13116437 == Boyd said they always fix his equipment properly. <BR/>13979223 == Dallas shared that they were responsive and got the equipment fixed. <BR/>14437928 == Kurtis said they got the truck fixed. <BR/>13115947 == Wendelin stated that he is pleased with the timeliness of the repair and the ability to do the repair correctly. <BR/>14385671 == Lisa stated they do a good job, getting it done correctly. <BR/>14025982 == He stated that they got the equipment in and fixed. He stated that they communicated with him about the service. <BR/>13471549 == He stated they do everything well - they took care of his problem and fixed it. <BR/>14027167 == He stated that they were prompt and thorough as they found another problem and fixed that in a timely matter also. <BR/>13186517 == David said they fixed the truck correctly. <BR/>13187329 == Jed said they got it done on time and done correctly. <BR/>15100516 == He stated that they really do everything well. <BR/>12352219 == Randy said XXX Company is able to complete the repair correctly and timely. <BR/>13344668 == Bryce stated XXX Company has always done well and given good service. <BR/>13228984 == Rick said they figured out what the problem was and got the equipment fixed. <BR/>12448930 == He said they have the equipment to get his job done correctly, they are quick, and do a good job. <BR/>13186363 == Clint said they diagnosed the problem and they got it fixed in a timely manner. <BR/>15303256 == Carl stated XXX Company was prompt and got the job done correctly. <BR/>14923575 == Dan stated that they trouble shot and figured out what is wrong with it and then fixed it. <BR/>13306981 == He stated they do everything well. <BR/>14938706 == He stated they got on it as soon as they could and fixed it. <BR/>14489986 == Montysaid that the repair was completed when promised. <BR/>12687518 == Tyler stated that XXX Company was able to get the problem solved and fixed when other places were not able to. <BR/>14814891 == Garry said XXX Company came out and fixed the problem. <BR/>14771079 == He stated he was satisfied as they got his equipment fixed. <BR/>13344733 == He stated the technician did a good job, he found a resolution, fixed the problem and completed the job. <BR/>13689110 == Jeff stated XXX Company got it figured and fixed in a timely manner. <BR/>15149512 == Mike shared that the technician listened to him and actually fixed his loader that was giving him issue, as well. <BR/>12555240 == Bill stated that they were able to work out the details that he wanted fixed on his machine. <BR/>13471802 == He stated the job was completed quick. <BR/>14594790 == Mike stated that XXX Company was able to complete a difficult repair correctly. <BR/>15100412 == Kirk stated that they did a computer hook up, analyzed it and fixed it. <BR/>13306804 == The service was completed in a timely manner. <BR/>13979329 == He stated that they have done all kinds of work for him and have done everything well. <BR/>14385746 == Landon stated they are able to repair this correctly and the repair time is prompt and correct. <BR/>14437486 == Travis stated that they do everything well. Travis stated that they are a great company and provide very good service. <BR/>","14760422 == Nathan said they come and not much gets fixed. <BR/>15149209 == He never has any doubt that XXX Company will have his equipment fixed. <BR/>12394388 == He said this problem is still not fixed, they are aware but they aren't seeming  to be able to figure it out. <BR/>"
12,8,Service Done Correctly,7.980509281,5,798.0509281,,,"13116437 == Boyd said they always fix his equipment properly. <BR/>13979223 == Dallas shared that they were responsive and got the equipment fixed. <BR/>14437928 == Kurtis said they got the truck fixed. <BR/>13115947 == Wendelin stated that he is pleased with the timeliness of the repair and the ability to do the repair correctly. <BR/>14385671 == Lisa stated they do a good job, getting it done correctly. <BR/>14025982 == He stated that they got the equipment in and fixed. He stated that they communicated with him about the service. <BR/>13471549 == He stated they do everything well - they took care of his problem and fixed it. <BR/>14027167 == He stated that they were prompt and thorough as they found another problem and fixed that in a timely matter also. <BR/>13186517 == David said they fixed the truck correctly. <BR/>13187329 == Jed said they got it done on time and done correctly. <BR/>15100516 == He stated that they really do everything well. <BR/>12352219 == Randy said XXX Company is able to complete the repair correctly and timely. <BR/>13344668 == Bryce stated XXX Company has always done well and given good service. <BR/>13228984 == Rick said they figured out what the problem was and got the equipment fixed. <BR/>12448930 == He said they have the equipment to get his job done correctly, they are quick, and do a good job. <BR/>13186363 == Clint said they diagnosed the problem and they got it fixed in a timely manner. <BR/>15303256 == Carl stated XXX Company was prompt and got the job done correctly. <BR/>14923575 == Dan stated that they trouble shot and figured out what is wrong with it and then fixed it. <BR/>13306981 == He stated they do everything well. <BR/>14938706 == He stated they got on it as soon as they could and fixed it. <BR/>14489986 == Montysaid that the repair was completed when promised. <BR/>12687518 == Tyler stated that XXX Company was able to get the problem solved and fixed when other places were not able to. <BR/>14814891 == Garry said XXX Company came out and fixed the problem. <BR/>14771079 == He stated he was satisfied as they got his equipment fixed. <BR/>13344733 == He stated the technician did a good job, he found a resolution, fixed the problem and completed the job. <BR/>13689110 == Jeff stated XXX Company got it figured and fixed in a timely manner. <BR/>15149512 == Mike shared that the technician listened to him and actually fixed his loader that was giving him issue, as well. <BR/>12555240 == Bill stated that they were able to work out the details that he wanted fixed on his machine. <BR/>13471802 == He stated the job was completed quick. <BR/>14594790 == Mike stated that XXX Company was able to complete a difficult repair correctly. <BR/>15100412 == Kirk stated that they did a computer hook up, analyzed it and fixed it. <BR/>13306804 == The service was completed in a timely manner. <BR/>13979329 == He stated that they have done all kinds of work for him and have done everything well. <BR/>14385746 == Landon stated they are able to repair this correctly and the repair time is prompt and correct. <BR/>14437486 == Travis stated that they do everything well. Travis stated that they are a great company and provide very good service. <BR/>","14760422 == Nathan said they come and not much gets fixed. <BR/>15149209 == He never has any doubt that XXX Company will have his equipment fixed. <BR/>12394388 == He said this problem is still not fixed, they are aware but they aren't seeming  to be able to figure it out. <BR/>"
02,5,Dealer Response Time,4.305921426,5,430.5921426,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
03,5,Dealer Response Time,4.305921426,5,430.5921426,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
04,5,Dealer Response Time,4.305921426,5,430.5921426,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
05,5,Dealer Response Time,4.305921426,5,430.5921426,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
06,5,Dealer Response Time,4.305921426,5,430.5921426,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
08,7,Dealer Response Time,6.411448141,5,641.1448141,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
09,7,Dealer Response Time,5.802891933,5,580.2891933,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
11,7,Dealer Response Time,4.853866632,5,485.3866632,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
12,8,Dealer Response Time,7.980509281,5,798.0509281,,,13187091 == XXX Company has honest pricing; they are in and out on a timely manner for the field service calls. <BR/>,12886096 == He stated they are the local CAT dealer.  He did state that they need to return calls quicker. <BR/>
07,6,Price Competitiveness,0.342465753,5,34.24657534,,,"13186242 == Rob stated that he is pleased with the timeliness of the repair, the knowledgeable staff and the reasonable prices. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>","15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14176164 == Bob stated that the high price for mileage charges is the reason for this rating. <BR/>13810899 == Mike said the price was too high. <BR/>"
08,7,Price Competitiveness,6.411448141,5,641.1448141,,,"13186242 == Rob stated that he is pleased with the timeliness of the repair, the knowledgeable staff and the reasonable prices. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>","15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14176164 == Bob stated that the high price for mileage charges is the reason for this rating. <BR/>13810899 == Mike said the price was too high. <BR/>"
09,7,Price Competitiveness,5.802891933,5,580.2891933,,,"13186242 == Rob stated that he is pleased with the timeliness of the repair, the knowledgeable staff and the reasonable prices. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>","15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14176164 == Bob stated that the high price for mileage charges is the reason for this rating. <BR/>13810899 == Mike said the price was too high. <BR/>"
10,7,Price Competitiveness,5.615983324,5,561.5983324,,,"13186242 == Rob stated that he is pleased with the timeliness of the repair, the knowledgeable staff and the reasonable prices. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>","15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14176164 == Bob stated that the high price for mileage charges is the reason for this rating. <BR/>13810899 == Mike said the price was too high. <BR/>"
12,8,Price Competitiveness,7.980509281,5,798.0509281,,,"13186242 == Rob stated that he is pleased with the timeliness of the repair, the knowledgeable staff and the reasonable prices. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>","15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14176164 == Bob stated that the high price for mileage charges is the reason for this rating. <BR/>13810899 == Mike said the price was too high. <BR/>"
02,5,Proactive Communication,4.305921426,5,430.5921426,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
03,5,Proactive Communication,4.305921426,5,430.5921426,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
04,5,Proactive Communication,4.305921426,5,430.5921426,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
05,5,Proactive Communication,4.305921426,5,430.5921426,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
06,5,Proactive Communication,4.305921426,5,430.5921426,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
07,6,Proactive Communication,0.342465753,5,34.24657534,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
08,7,Proactive Communication,6.411448141,5,641.1448141,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
09,7,Proactive Communication,5.802891933,5,580.2891933,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
10,7,Proactive Communication,5.615983324,5,561.5983324,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
11,7,Proactive Communication,4.853866632,5,485.3866632,,,"13115506 == Roger stated XXX Company communicated well through the service and kept him aware of what is would cost. <BR/>13810858 == Heather said XXX Company communicates well. <BR/>13884095 == Darrin said the communication was good the repair was prompt and correct. <BR/>15148729 == Dennis stated that their communication was good and that they contacted him prior to any work needing to be done. <BR/>14025944 == Joe said that kept him well informed during this service. <BR/>13344636 == He stated they have good communication. <BR/>14924438 == Steve said that they did good work and provided good communication during this service. <BR/>13064824 == Darren said they had good communications and they did it in a timely manner. <BR/>13979352 == Richard shared that they communicated well and kept him informed on the cost. <BR/>13065105 == Jason stated that their communication is always really good and scheduling the services is pretty easy. <BR/>13116534 == John stated that the communication was good and they made the repair. <BR/>12885424 == Steve stated that the communication was very good. <BR/>13471087 == He stated their communication is good.  They let him know what is going on. <BR/>15303386 == Colt stated they are thorough, have good communication and better prices  than their competitors. <BR/>14385859 == Jeff said they kept him well informed. <BR/>14973124 == Lowell stated XXX Company communicates well with their service reports and their technicians are professional. <BR/>14972798 == Tim stated that they had good communication and fast turnaroud. <BR/>12582370 == Donnie stated that they had good communication and good work. <BR/>14175765 == Buddy said that he liked all aspects of this service; the communication and service were good and they were helpful. <BR/>13884651 == Kim stated that they communicated with her well. <BR/>12555058 == He stated their was good contact, but  the availability of parts was not good. <BR/>14175960 == He stated that they have good communication and good service. <BR/>",12949191 == Rick stated XXX Company could have better communication; Rick did not specify if it was the technician or the company as a whole. <BR/>
